Marca;Modelo;Motor;Combustible;Elemento;Denominacion;Codigo Man;Codigo Wix;Descripcion
ALFA ROMEO;Spider (105/115);3.0i V6 12V Twin Spark;;Filtro de aire;A;C 1589/3;#N/A;
ALFA ROMEO;Spider (105/115);3.0i V6 12V Twin Spark;;Filtro de aceite;O;W 713/4;WL7324;
ALFA ROMEO;Spider (105/115);3.0i V6 12V Twin Spark;;Filtro de combustible;F;WK 830/6 x;#N/A;
ALFA ROMEO;Spider (939);2.2 JTS 16V;Nafta;Filtro de aceite;O;HU 6007 x;WL7295;
ALFA ROMEO;Stelvio (949);2.0 Turbo;Nafta;Filtro de aceite;O;W 7030;WL7530;
ALFA ROMEO;Stelvio (949);2.0 Turbo;Nafta;Filtro de aceite;O;W 7056;WL7530;
ALFA ROMEO;Stelvio (949);2.0T;Nafta;Filtro de aceite;O;W 7030;#N/A;
ALFA ROMEO;Tonale (965);1.3 Hybrid;Diesel/Electric;Filtro de aire;A;C 31 028/1;WA9937;
ALFA ROMEO;Tonale (965);1.3 Hybrid;Diesel/Electric;Filtro de aceite;O;W 79;WL7427;
ALFA ROMEO;Tonale (965);1.5 Mild Hybrid;Nafta/Electric;Filtro de aire;A;C 31 028/1;WA9937;
ALFA ROMEO;Tonale (965);1.5 Mild Hybrid;Nafta/Electric;Filtro de aceite;O;W 79;WL7427;
ASIA MOTORS;Hi-Topic;2.7 D;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
ASIA MOTORS;Topic;Minibus;;Filtro de combustible;F;WK 940/11 x;WF33128;
ASIA MOTORS;Towner;CD 800 (Truck, Glass, Panel Va;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
ASIA MOTORS;Towner;CD 800 (Truck, Glass, Panel Va;Nafta;Filtro de combustible;F;WK 48/3;WF33160;
ASIA MOTORS;Towner;CD 800 Pick-Up;;Filtro de aceite;O;W 67/1;WL10466A;
ASIA MOTORS;Towner;CD 800 Pick-Up;;Filtro de combustible;F;WK 48/3;WF33160;
AUDI;100 (4A, C4);2.8 V6;Nafta;Filtro de aire de cabina;CA;CU 3192;WP6864;Únicamente en combinación con adaptador 4A1 819 445 A
AUDI;100 (4A, C4);2.8 V6;Nafta;Filtro de aire;A;C 31 152/1;WA6167;
AUDI;100 (4A, C4);2.8 V6;Nafta;Filtro de combustible;F;WK 834/1;33291;
AUDI;100 (4A, C4);2.8 V6;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;100 (4A, C4);2.8 V6;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;80 (89/8C, B3+B4);1.9 TD;Diesel;Filtro de aire de cabina;CA;CU 3955;WP6808;
AUDI;80 (89/8C, B3+B4);1.9 TD;Diesel;Filtro de aire;A;C 31 152/1;WA6167;
AUDI;80 (89/8C, B3+B4);1.9 TD;Diesel;Filtro de combustible;F;WK 845/1;WF8056;
AUDI;80 (89/8C, B3+B4);1.9 TD;Diesel;Filtro de aceite;O;W 940;WL7068;
AUDI;80 (89/8C, B3+B4);1.9 TD;Diesel;Filtro de aceite;O;W 940/1;WL7068;
AUDI;80 (89/8C, B3+B4);1.9 TD;Diesel;Filtro de aceite;O;W 940/81;WL7068;
AUDI;80 (89/8C, B3+B4);2.0;Nafta;Filtro de aire de cabina;CA;CU 3955;WP6808;
AUDI;80 (89/8C, B3+B4);2.0;Nafta;Filtro de combustible;F;WK 725;#N/A;
AUDI;80 (89/8C, B3+B4);2.0;Nafta;Filtro de aire;A;C 2852/2;WA6383;
AUDI;80 (89/8C, B3+B4);2.0;Nafta;Filtro de aceite;O;W 719/5;WL10847;
AUDI;80 (89/8C, B3+B4);2.8 E;Nafta;Filtro de aire de cabina;CA;CU 3955;WP6808;
AUDI;80 (89/8C, B3+B4);2.8 E;Nafta;Filtro de combustible;F;WK 725;#N/A;
AUDI;80 (89/8C, B3+B4);2.8 E;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;80 (89/8C, B3+B4);2.8 E;Nafta;Filtro de aceite;O;W 930/21;WL7169;a partir del chasis no. 8C_S_025821
AUDI;80 (89/8C, B3+B4);2.8 E;Nafta;Filtro de aceite;O;W 719/30;WL7169;Hasta el chasis no. 8C_S_025820
AUDI;80 (89/8C, B3+B4);2.8 E;Nafta;Filtro de aire;A;C 31 152/1;WA6167;
AUDI;A1 (8X);1.2 TFSI;Nafta;Filtro de aceite;O;W 712/94;WL7494;
AUDI;A1 (8X);1.2 TFSI;Nafta;Filtro de aire;A;C 15 008;WA9645;
AUDI;A1 (8X);1.2 TFSI;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A1 (8X);1.2 TFSI;Nafta;Filtro de aire de cabina;CA;CU 26 010;WP2086;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de aceite;O;W 712/95;WL10479;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de aire;A;C 27 009;WA9766;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de aire de cabina;CA;CU 26 010;WP2086;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de aceite;O;W 712/94;WL10479;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de aire;A;C 15 008;WA9766;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A1 (8X);1.4 TFSI;Nafta;Filtro de aire de cabina;CA;CU 26 010;WP2086;
AUDI;A1 (8X);1.4 TFSI S1;Nafta;Filtro de aceite;O;W 712/94;WL7494;
AUDI;A1 (8X);1.4 TFSI S1;Nafta;Filtro de aire;A;C 15 008;WA9645;
AUDI;A1 (8X);1.4 TFSI S1;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A1 (8X);1.4 TFSI S1;Nafta;Filtro de aire de cabina;CA;CU 26 010;WP2086;
AUDI;A1 (GB);30 TFSI 1.0;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A1 (GB);30 TFSI 1.0;Nafta;Filtro de aire de cabina;CA;CU 26 021;WP2170;
AUDI;A1 (GB);30 TFSI 1.0;Nafta;Filtro de aire;A;C 22 035;WA9811;
AUDI;A1 (GB);30 TFSI 1.0;Nafta;Filtro de aceite;O;W 712/95;WL10479;
AUDI;A1 (GB);35 TFSI 1.5;Nafta;Filtro de aceite;O;W 712/95;WL10479;
AUDI;A1 (GB);35 TFSI 1.5;Nafta;Filtro de aire;A;C 28 043;WA9845;
AUDI;A1 (GB);35 TFSI 1.5;Nafta;Filtro de aire de cabina;CA;CU 26 021;WP2170;
AUDI;A1 (GB);35 TFSI 1.5;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 (8L);1.6;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.6;Nafta;Filtro de aire;A;C 37 153/1;WA42472;para zonas con clima frio
AUDI;A3 (8L);1.6;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.6;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.6;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.6;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.6;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;
AUDI;A3 (8L);1.6;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.6;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.6;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.6;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.6;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6895;Parcialmente / o
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire;A;C 37 153/1;WA42472;Parcialmente / o
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6895;
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6895;
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6895;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6895;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6895;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.8 20V;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6895;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire;A;C 37 153/1;WA42472;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 20V Turbo;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire;A;C 37 153/1;WA42472;Atmósera con mucho polvo
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Parcialmente / o
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 S3;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;CUK 2882;WP6812;Parcialmente / o
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;CU 2882;WP6812;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire de cabina;CA;CUK 2862;WP6812;
AUDI;A3 (8L);1.8 T Quattro 20V;Nafta;Filtro de aire;A;C 37 153/1;WA42472;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CUK 2862;WP6812;Parcialmente / o
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aceite;O;HU 726/2 x;WL7008;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire;A;C 37 153/1;WA42472;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CU 2882;WP6812;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;FP 2862;WP6812;a partir del chasis no. 8L_V_090451. Filtro de cabina biofuncional
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de transmisión hidráulica;HTF;H 2019 KIT;58609;Caja de cambios automática. Código de la caja de cambios AG4
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CU 2882;WP6812;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CUK 2882;WP6812;Parcialmente / o
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire;A;C 37 153/1;WA42472;Atmósera con mucho polvo
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CUK 2862;WP6812;a partir del chasis no. 8L_V_090451
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire;A;C 37 153;WA42472;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de combustible;F;WK 853/3 x;WF8046;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aceite;O;HU 726/2 x;WL7008;
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CUK 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CU 2882;WP6812;Hasta el chasis no. 8L_V_090450
AUDI;A3 (8L);1.9 TDI;Diesel;Filtro de combustible;F;WK 853/3 x;WF8046;
AUDI;A3 (8YA, 8YS);35 TFSI;Nafta;Filtro de aire de cabina;CA;CUK 26 009;WP2089;
AUDI;A3 (8YA, 8YS);35 TFSI;Nafta;Filtro de aire de cabina;CA;FP 26 009;WP2089;Filtro de cabina biofuncional
AUDI;A3 (8YA, 8YS);35 TFSI;Nafta;Filtro de aceite;O;W 712/95;WL10479;
AUDI;A3 (8YA, 8YS);35 TFSI;Nafta;Filtro de aire;A;C 28 043;WA9845;
AUDI;A3 (8YA, 8YS);35 TFSI;Nafta;Filtro de transmisión hidráulica;HTF;H 6031 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG7 (DQ381)
AUDI;A3 (8YA, 8YS);40 TFSI;Nafta;Filtro de aceite;O;HU 6013 z;WL7507;
AUDI;A3 (8YA, 8YS);40 TFSI;Nafta;Filtro de aceite;O;HU 6013 z;WL7507;
AUDI;A3 (8YA, 8YS);40 TFSI;Nafta;Filtro de aire de cabina;CA;CUK 26 009;WP2089;
AUDI;A3 (8YA, 8YS);40 TFSI;Nafta;Filtro de aire de cabina;CA;FP 26 009;WP2089;Filtro de cabina biofuncional
AUDI;A3 (8YA, 8YS);40 TFSI;Nafta;Filtro de transmisión hidráulica;HTF;H 6031 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG7 (DQ381)
AUDI;A3 (8YA, 8YS);40 TFSI;Nafta;Filtro de aire;A;C 27 009;WA9766;
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de aceite;O;HU 712/6 x;WL7410;Elemento filtrante
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de aire;A;C 14 130;WA9756;
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de aceite;O;W 712/94;WL7410;
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A3 + Cabriolet (8P);1.4 TFSI;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de aire;A;C 14 130;WA9756;
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de combustible;F;WK 69/2;WF8317;
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.6;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.6 8V Gasolina;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.6 8V Gasolina;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.6 8V Gasolina;Nafta;Filtro de aire de cabina;CA;CU 2882;WP9146;
AUDI;A3 + Cabriolet (8P);1.6 8V Gasolina;Nafta;Filtro de combustible;F;WK 730/1;WF8041;
AUDI;A3 + Cabriolet (8P);1.6 8V Gasolina;Nafta;Filtro de aceite;O;W 719/30;WL7169;
AUDI;A3 + Cabriolet (8P);1.6 8V Gasolina;Nafta;Filtro de aceite;O;W 712/52;WL7169;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de aire;A;C 14 130;WA9756;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de combustible;F;WK 512;WF8386;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de aceite;O;HU 712/6 x;WL7410;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.6 FSI;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.8 TFSI;Nafta;Filtro de aceite;O;W 719/45;WL10487;
AUDI;A3 + Cabriolet (8P);1.8 TFSI;Nafta;Filtro de combustible;F;WK 69;WF8386;
AUDI;A3 + Cabriolet (8P);1.8 TFSI;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.8 TFSI;Nafta;Filtro de aire;A;C 35 154;WA49020;
AUDI;A3 + Cabriolet (8P);1.8 TFSI;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.8 TFSI;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.9 Sport Back;;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.9 Sport Back;;Filtro de aire;A;C 35 154;WA49020;
AUDI;A3 + Cabriolet (8P);1.9 Sport Back;;Filtro de aceite;O;HU 719/7 x;WL7296;
AUDI;A3 + Cabriolet (8P);1.9 Sport Back;;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.9 Sport Back;;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.9 TDI;Diesel;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);1.9 TDI;Diesel;Filtro de aceite;O;HU 719/7 x;WL7296;
AUDI;A3 + Cabriolet (8P);1.9 TDI;Diesel;Filtro de aire;A;C 35 154;WA49020;
AUDI;A3 + Cabriolet (8P);1.9 TDI;Diesel;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);1.9 TDI;Diesel;Filtro de combustible;F;PU 825 x;WF8388;a partir del chasis no. 8P_6_176001. Sistema de filtración UFI
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de aceite;O;HU 719/6 x;WL7504;
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de combustible;F;WK 512;WF8101;
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de aire;A;C 14 130;WA9756;
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);2.0 Sport Back FSI;;Filtro de combustible;F;WK 69;WF8101;
AUDI;A3 + Cabriolet (8P);2.0 16V FSI Turbo Sportback;Nafta;Filtro de aire de cabina;CA;CU 2939;WP9146;
AUDI;A3 + Cabriolet (8P);2.0 16V FSI Turbo Sportback;Nafta;Filtro de transmisión hidráulica;HTF;H 6003 z;#N/A;Caja de cambios automática. Código de la caja de cambios DSG6 (DQ250)
AUDI;A3 + Cabriolet (8P);2.0 16V FSI Turbo Sportback;Nafta;Filtro de aceite;O;HU 719/6 x;WL7504;
